key,score
258918,0.0
258134,0.0
165265,0.0
522141,0.0
569662,0.0
556369,0.0
426252,0.0
523369,0.0
128768,0.0
479474,1.0
319766,0.0
400573,0.0
521741,0.0
172287,0.0
195129,0.0
121076,0.0
18000,0.0
573718,0.0
255910,0.0
427444,0.0
289547,0.0
126997,0.0
452834,0.0
152236,0.0
147696,0.0
574280,0.0
263979,0.0
342576,0.0
122740,0.0
94522,0.0
193528,0.0
283679,0.0
309557,0.0
393982,0.0
395787,0.0
428686,0.0
546489,0.0
166263,0.0
453352,0.0
68836,0.0
69941,0.0
480,0.0
552162,1.0
212516,0.0
519215,0.0
387174,0.0
453450,0.0
378816,0.0
428171,0.0
203413,0.0
554832,0.0
107213,0.0
4905,0.0
74170,0.0
170306,0.0
23003,0.0
580325,0.0
18031,0.0
568458,0.0
570891,0.0
452158,0.0
180169,0.0
518995,0.0
148214,0.0
68801,0.0
82068,0.0
333194,0.0
113278,0.0
426445,0.0
82037,0.0
380884,0.0
401307,1.0
124023,0.0
510315,0.0
51023,0.0
157672,0.0
273559,0.0
366464,1.0
208100,0.0
174710,0.0
415176,0.0
274275,0.0
11445,0.0
486912,0.0
100215,0.0
111260,0.0
306571,0.0
498342,1.0
91009,0.0
523355,0.0
524864,0.0
434537,0.0
159320,0.0
492275,0.0
571474,0.0
456492,0.0
227245,0.0
533713,0.0
439327,0.0
136879,0.0
266731,0.0
195973,0.0
265475,0.0
391972,0.0
554045,1.0
121483,0.0
441455,0.0
122386,0.0
382689,0.0
153316,0.0
508308,0.0
370580,0.0
510905,0.0
37663,0.0
381601,0.0
261581,0.0
166382,0.0
409932,0.0
58296,0.0
230443,0.0
550973,0.0
565952,0.0
92102,0.0
80501,0.0
507936,0.0
118171,0.0
224139,0.0
315225,0.0
294909,0.0
314035,0.0
331394,0.0
101629,0.0
256282,0.0
472630,0.0
304582,1.0
131792,0.0
322436,0.0
310418,0.0
517761,0.0
148736,0.0
448003,0.0
291596,0.0
252881,1.0
561356,0.0
146158,0.0
420489,0.0
196774,0.0
304538,0.0
94865,0.0
370607,0.0
269269,0.0
371185,0.0
85471,0.0
151412,0.0
376409,0.0
473025,0.0
145221,0.0
179258,0.0
236276,0.0
300524,0.0
538481,0.0
23149,0.0
228043,0.0
500323,0.0
563124,0.0
538915,0.0
341184,0.0
22604,0.0
539098,0.0
416925,0.0
428435,0.0
475823,0.0
251145,0.0
124386,0.0
69345,0.0
64133,0.0
375694,0.0
509369,0.0
445418,1.0
543394,0.0
539994,0.0
520358,0.0
24517,0.0
388874,0.0
456661,0.0
301696,0.0
47015,0.0
217181,0.0
199752,0.0
291001,0.0
285435,0.0
367588,0.0
307885,0.0
575060,0.0
288955,0.0
157576,0.0
57978,0.0
451346,0.0
205222,0.0
66439,0.0
84327,0.0
457794,0.0
362729,0.0
291448,0.0
2178,0.0
562957,0.0
41599,0.0
430164,0.0
233158,0.0
116856,0.0
327489,0.0
376203,0.0
244067,0.0
43442,0.0
505496,0.0
251474,0.0
413108,0.0
139998,0.0
458270,0.0
528113,0.0
27004,0.0
153293,0.0
24623,0.0
302078,0.0
566557,0.0
453089,0.0
175866,0.0
163857,0.0
94927,0.0
316118,0.0
37990,0.0
120381,0.0
207661,0.0
410131,0.0
350347,1.0
491432,0.0
139266,0.0
256430,0.0
409075,0.0
360951,0.0
187633,0.0
98874,0.0
181490,0.0
40044,0.0
555594,1.0
280578,1.0
528162,0.0
204981,0.0
17682,0.0
74784,0.0
194995,0.0
381502,0.0
47963,0.0
44226,0.0
230286,0.0
179095,0.0
107048,0.0
221509,0.0
101210,0.0
374912,0.0
432655,1.0
369136,0.0
383742,0.0
319067,0.0
383449,1.0
291339,0.0
380955,0.0
97369,0.0
31279,0.0
30346,0.0
306019,0.0
458762,0.0
468377,0.0
106794,0.0
494558,0.0
431919,0.0
83116,0.0
26180,0.0
225317,0.0
217243,0.0
247784,0.0
509785,0.0
278373,0.0
423860,1.0
249468,0.0
237724,0.0
42735,0.0
128246,0.0
481822,0.0
418860,0.0
96369,0.0
400841,0.0
571986,0.0
178191,0.0
525372,0.0
568962,0.0
428405,0.0
481473,0.0
57662,0.0
511568,0.0
249811,1.0
104570,0.0
281830,0.0
388622,0.0
57203,0.0
225295,0.0
458184,1.0
548656,0.0
130431,0.0
263770,0.0
146157,0.0
546815,0.0
39685,0.0
278962,0.0
334209,1.0
34297,0.0
349799,0.0
580966,0.0
408662,1.0
69462,0.0
2356,0.0
276744,0.0
381534,0.0
14475,0.0
157664,0.0
419178,0.0
268461,0.0
165930,0.0
54263,0.0
429729,0.0
373652,0.0
513202,0.0
527200,0.0
572775,0.0
49546,0.0
461195,0.0
181410,0.0
576472,0.0
554942,0.0
463189,0.0
117788,0.0
381704,0.0
140108,0.0
316400,0.0
541482,0.0
169973,0.0
539220,0.0
11090,0.0
308006,0.0
457903,0.0
552834,1.0
311791,0.0
225367,0.0
78046,0.0
38993,0.0
152381,0.0
531196,0.0
436930,0.0
232347,0.0
84424,0.0
561016,0.0
531059,0.0
463936,0.0
519095,0.0
127634,0.0
563167,0.0
455108,0.0
314860,0.0
563137,0.0
51408,0.0
127465,0.0
450839,0.0
563682,0.0
303931,0.0
67153,0.0
88079,0.0
486215,0.0
487389,0.0
31973,0.0
306040,1.0
523026,0.0
208313,0.0
329576,0.0
171963,0.0
60488,0.0
128946,0.0
39887,0.0
90204,0.0
567539,0.0
219667,0.0
359817,0.0
293058,0.0
110938,0.0
350388,1.0
167043,0.0
168779,0.0
332757,0.0
152349,0.0
522520,0.0
66252,0.0
12808,0.0
383907,0.0
567602,0.0
569776,0.0
267304,0.0
290448,0.0
478962,0.0
455040,1.0
332552,0.0
399017,0.0
118974,0.0
354857,0.0
