key,score
258918,0.9757421
258134,1.0
165265,0.3004064
522141,0.99967
569662,0.9999355
556369,0.99999917
426252,0.9999999
523369,8.299208e-10
128768,0.9999776
479474,0.99942017
319766,0.9999999
400573,5.621794e-10
521741,0.7824489
172287,0.9903494
195129,3.235355e-08
121076,0.9886031
18000,0.9568314
573718,0.003638669
255910,0.9997025
427444,0.99985135
289547,0.36945373
126997,1.0
452834,0.001992996
152236,0.044933658
147696,0.93795687
574280,0.001778003
263979,0.9999999
342576,0.9299573
122740,1.0
94522,0.998466
193528,4.4509667e-09
283679,5.6169338e-08
309557,0.9999995
393982,1.0
395787,0.27695048
428686,0.4126897
546489,2.7302502e-05
166263,3.932584e-06
453352,0.28629133
68836,0.9955254
69941,0.99997914
480,1.0
552162,2.157502e-05
212516,0.7742231
519215,2.0233583e-05
387174,0.0013805723
453450,1.1428089e-12
378816,3.138952e-14
428171,0.82521325
203413,0.017627504
554832,0.9999993
107213,5.30892e-05
4905,3.5459144e-16
74170,0.9999199
170306,0.25164378
23003,1.0
580325,8.889424e-05
18031,0.99325514
568458,0.015380239
570891,0.656397
452158,0.021683814
180169,0.99999607
518995,0.007669655
148214,5.1062016e-05
68801,1.4483404e-08
82068,0.019126475
333194,0.55990386
113278,0.9596529
426445,0.019275071
82037,0.9991097
380884,0.9998983
401307,0.6796951
124023,0.33976382
510315,0.9056355
51023,0.99987125
157672,0.8972805
273559,0.9988832
366464,1.7325257e-10
208100,0.000573489
174710,1.0
415176,0.15462655
274275,0.03203571
11445,0.012345121
486912,4.4926915e-13
100215,0.99999976
111260,1.0
306571,0.9438682
498342,0.9794098
91009,0.9999968
523355,1.9670788e-05
524864,1.0
434537,0.020838093
159320,0.9956228
492275,0.0018367332
571474,0.1949686
456492,3.0098596e-07
227245,4.123103e-13
533713,3.896899e-09
439327,8.400833e-10
136879,0.99999225
266731,4.2472793e-13
195973,0.99993396
265475,2.1038522e-16
391972,0.99999964
554045,0.9989064
121483,0.20607425
441455,2.2426195e-05
122386,1.0
382689,0.9132186
153316,0.9948101
508308,0.91517967
370580,1.7183142e-15
510905,0.0046994872
37663,1.0
381601,1.0
261581,0.6463963
166382,0.010125493
409932,0.000153863
58296,0.9994337
230443,0.9999982
550973,1.0
565952,0.99987125
92102,0.87741464
80501,0.9797014
507936,3.918225e-15
118171,0.99630773
224139,0.9999739
315225,0.9649205
294909,5.926723e-13
314035,0.05965049
331394,0.99800724
101629,0.99820316
256282,6.671954e-06
472630,0.99999857
304582,0.97323036
131792,0.0053034816
322436,0.9585635
310418,0.5561907
517761,0.0014910231
148736,1.0
448003,2.4428436e-13
291596,2.4903417e-12
252881,0.9977889
561356,0.00035208717
146158,0.96503085
420489,3.3044677e-13
196774,0.99997604
304538,0.6328198
94865,0.99996006
370607,0.913228
269269,3.0340148e-06
371185,0.0050257617
85471,0.999308
151412,4.6588325e-06
376409,0.09233656
473025,0.9960461
145221,0.95698893
179258,0.06083567
236276,0.94977397
300524,2.3348913e-11
538481,0.5959981
23149,0.6608034
228043,0.9538661
500323,0.0030908172
563124,0.22021782
538915,0.04124048
341184,0.00016685773
22604,0.9999405
539098,0.8583609
416925,0.0065959925
428435,0.0015980698
475823,2.5400116e-12
251145,6.781062e-10
124386,0.073985405
69345,0.9895342
64133,0.89044917
375694,1.0
509369,2.595859e-07
445418,0.00013358767
543394,8.513479e-16
539994,7.508026e-14
520358,0.0021532266
24517,0.99998
388874,1.0
456661,0.00014658523
301696,0.9999988
47015,1.0
217181,1.0
199752,2.1697617e-09
291001,0.0002273358
285435,5.278946e-08
367588,0.99999917
307885,0.65272146
575060,2.3729079e-05
288955,0.47211802
157576,0.9997166
57978,0.9996859
451346,0.059948135
205222,0.9998367
66439,1.0
84327,1.0
457794,0.00048713706
362729,0.4984963
291448,0.9752417
2178,2.6859625e-05
562957,0.9922909
41599,2.5767398e-05
430164,0.99516416
233158,0.9896768
116856,0.027537962
327489,0.9999989
376203,0.61908555
244067,6.4688965e-09
43442,0.9999902
505496,0.0036856863
251474,0.0042902995
413108,0.9999976
139998,1.0
458270,0.00019020375
528113,2.1266444e-05
27004,1.0
153293,0.26577905
24623,0.99999905
302078,0.015621138
566557,0.9992787
453089,3.7537826e-10
175866,0.07477382
163857,0.9999422
94927,0.99798584
316118,0.99999917
37990,0.99999976
120381,0.99991345
207661,0.00035366305
410131,0.12455267
350347,7.151056e-12
491432,6.879787e-10
139266,0.99689215
256430,0.4399634
409075,0.9999969
360951,0.97204405
187633,0.8650618
98874,2.72039e-06
181490,0.789943
40044,0.9999906
555594,0.9999995
280578,0.00016691851
528162,6.223243e-06
204981,3.0171872e-05
17682,0.99999785
74784,0.99999964
194995,0.70744
381502,8.194919e-10
47963,0.01000338
44226,0.99999547
230286,0.41190353
179095,0.9999498
107048,0.9996841
221509,0.91967404
101210,0.99935526
374912,1.0
432655,2.9289968e-10
369136,0.93724847
383742,0.0005162388
319067,0.0010348443
383449,0.0062871194
291339,8.0124536e-08
380955,1.0
97369,0.99999785
31279,0.99755704
30346,0.99127686
306019,0.6564376
458762,6.8877196e-13
468377,0.9999516
106794,0.9999999
494558,0.87642103
431919,0.99115455
83116,1.0
26180,0.99997747
225317,3.770403e-09
217243,4.337157e-10
247784,9.360466e-13
509785,0.9999974
278373,6.1434497e-07
423860,1.3355313e-12
249468,2.2804817e-11
237724,0.9996257
42735,1.0
128246,1.0
481822,0.006375304
418860,0.9786105
96369,0.8127655
400841,0.9872925
571986,0.99812704
178191,0.21930382
525372,1.0
568962,0.9817939
428405,0.9994678
481473,0.00041561498
57662,0.99987626
511568,0.049722582
249811,0.9999995
104570,0.9999949
281830,1.9288984e-07
388622,0.99095565
57203,5.965716e-09
225295,0.99999356
458184,0.047292996
548656,0.99303174
130431,1.0
263770,1.2515425e-11
146157,0.9789114
546815,0.009509393
39685,0.008571093
278962,1.3775357e-17
334209,1.0
34297,0.000530705
349799,0.9918122
580966,0.000911273
408662,0.01753871
69462,0.9772653
2356,0.020473063
276744,3.1362756e-11
381534,0.96128726
14475,0.00027969983
157664,0.8784569
419178,0.22885491
268461,0.6244372
165930,0.97497964
54263,3.5242779e-12
429729,0.00015771273
373652,0.006529279
513202,0.9679327
527200,0.00047960618
572775,0.0020271025
49546,0.9999981
461195,0.00063567754
181410,0.9985184
576472,0.00017068829
554942,3.205732e-10
463189,9.1383665e-09
117788,0.95466644
381704,0.99992526
140108,0.9969625
316400,0.99999094
541482,1.7722187e-13
169973,0.66759646
539220,2.7365141e-12
11090,0.00029590575
308006,1.0
457903,0.9955954
552834,0.9997534
311791,0.98972017
225367,6.6751285e-14
78046,1.0
38993,0.73528373
152381,0.99994063
531196,0.00018509016
436930,2.8352444e-05
232347,0.9997328
84424,0.99999976
561016,1.3631626e-10
531059,7.4726114e-10
463936,0.29444852
519095,0.00075148104
127634,0.95954335
563167,0.99997294
455108,1.934703e-06
314860,0.9999975
563137,0.24680227
51408,0.9999887
127465,0.9999429
450839,0.99204636
563682,1.0
303931,0.00010425548
67153,0.00020278656
88079,0.9955615
486215,3.1304648e-05
487389,4.3698892e-05
31973,0.20298228
306040,0.68099767
523026,1.0
208313,0.99072254
329576,0.9848679
171963,0.9999329
60488,0.00031231405
128946,0.99910295
39887,0.999908
90204,0.732527
567539,1.790494e-10
219667,0.002882595
359817,3.6796497e-09
293058,6.3731194e-11
110938,0.9999939
350388,1.0
167043,0.42138174
168779,0.294549
332757,1.0
152349,0.9473899
522520,7.7462616e-08
66252,0.9768223
12808,2.3047243e-05
383907,0.84586847
